"","doi","title","authors","author_corresponding","author_corresponding_institution","date","version","license","type","category","abstract","published"
"11","10.1101/2019.12.31.891606","Differences in Characteristics of Medicare Patients Treated by Ophthalmologists and Optometrists","Miller, D.; Stewart, M. W.; Gagne, J. J.; Wagner, A. L.; Lee, A. Y.","Darby Miller","Mayo Clinic's Campus in Florida","2020-01-01",1,"cc_by","new results","bioinformatics","PurposeTo quantify differences in the age, gender, race, and clinical complexity of Medicare beneficiaries treated by ophthalmologists and optometrists in each of the United States.

DesignCross-sectional study based on publicly accessible Medicare payment and utilization data from 2012 to 2017.

MethodsFor each ophthalmic and optometric provider, demographic information of treated Medicare beneficiaries was obtained from the Medicare Provider Utilization and Payment Data from the Centers for Medicare and Medicaid Services (CMS) for the years 2012 to 2017. Clinical complexity was defined using Hierarchical Condition Category (HCC) coding.

ResultsFrom 2012 to 2017, ophthalmologists in every state treated significantly older beneficiaries, with the greatest difference (4.99 years in 2014) between provider groups seen in Rhode Island. In most states, there was no gender difference among patients treated by the providers, but in 46 states ophthalmologists saw significantly more racially diverse groups of beneficiaries. HCC risk score analysis demonstrated that ophthalmologists in all 50 states saw more medically complex beneficiaries and the differences were statistically significant in 47 states throughout all six years.

ConclusionsAlthough there are regional variations in the characteristics of patients treated by ophthalmologists and optometrists, ophthalmologists throughout the United States manage older, more racially diverse, and more medically complex Medicare beneficiaries.","NA"
"12","10.1101/2019.12.31.891614","Hyaluronic Acid on the Urokinase Sustained Release with a Hydrogel System Composed of Poloxamer 407: Enhanced Stability of Intracellular Interaction by Adding HA.","Hsieh, H. Y.; Lin, W. Y.; Lee, A. L.; Li, Y. C.; Chen, Y. J.; Chen, K. C.; Young, T.-H.","Tai-Horng Young","College of Medicine and College of Engineering, National Taiwan University","2020-01-01",1,"cc_by","new results","pharmacology and toxicology","Pleural empyema is an inflammatory condition characterized by accumulation of pus inside the pleural cavity, which is usually followed by bacterial pneumonia. During the disease process, the pro-inflammatory and pro-fibrotic cytokines in the purulent pleural effusion cause proliferation of fibroblasts and deposition of extracellular matrix, which lead to fibrin deposition and fibrothorax. Urokinase instillation therapy through a chest drainage tube is frequently used for fibrinolysis in patients with empyema. However, urokinase treatment requires multiple instillation (2-3 times per day, for 4-8 days) and easily flows out from the chest drainage tube due to its high water solubility. In this in vitro study, we developed a thermo-responsive hydrogel based on poloxamer 407 (P407) combined with hyaluronic acid (HA) for optimal loading and release of urokinase. Our results show that the addition of HA to poloxamer gels provides a significantly more compact microstructure, with smaller pore sizes (**p < 0.001). The differential scanning calorimetry (DSC) profile revealed no influence on the micellization intensity of poloxamer gel by HA. The 25% poloxamer-based gel was significantly superior to the 23% poloxamer-based gel, with slower gel erosion when comparing the 16th hour residual gel weight of both gels (*p < 0.05; **p < 0.001). The 25% poloxamer-HA gel also exhibited a superior urokinase release profile and longer release time. A Fourier-transform infrared spectroscopy (FT-IR) study of the P407/HA hydrogel showed no chemical interactions between P407 and HA in the hydrogel system. The thermoresponsive P407/HA hydrogel may have a promising potential in the loading and delivery of hydrophilic drugs. On top of that, in vitro toxicity test of this combination demonstrates a lower toxicity.","NA"
"13","10.1101/2019.12.31.891622","Frequency switching between oscillatory homeostats and the regulation of p53","Ruoff, P.; Nishiyama, N.","Peter Ruoff","University of Stavanger","2020-01-01",1,"cc_by","new results","systems biology","Homeostasis is an essential concept to understand the stability of organisms and their adaptive behaviors when coping with external and internal assaults. Many hormones that take part in homeostatic control come in antagonistic pairs, such as glucagon and insulin reflecting the inflow and outflow compensatory mechanisms to control a certain internal variable, such as blood sugar levels. By including negative feedback loops homeostatic controllers can exhibit oscillations with characteristic frequencies. In this paper we demonstrate the associated frequency changes in homeostatic systems when individual controllers in a set of interlocked feedback loops gain control in response to environmental changes. Taking p53 as an example, we show how the Per2, ATM and Mdm2 feedback loops -interlocked with p53-gain individual control in dependence to DNA damage and how each of these controllers provide certain functionalities in their regulation of p53. In unstressed cells, the circadian regulator Per2 ensures a basic p53 level to allow its rapid up-regulation in case of DNA damage. When DNA damage occurs the ATM controller increases the level of p53 and defends it towards uncontrolled degradation, which despite DNA damage, would drive p53 to lower values and p53 dysfunction. Mdm2 on its side keeps p53 at a maximum level to avoid premature apoptosis. However, with on-going DNA damage the Mdm2 set-point is increased by HSP90 and other p53 stabilizers leading finally to apoptosis. An essential aspect in p53 regulation at occurring cell stress is the coordinated inhibition of ubiquitin-independent and ubiquitin-dependent degradation reactions and the increasing stabilizing mechanisms of p53. Whether oscillations serve a function or are merely a by-product of the controllers are discussed in view of the finding that homeostatic control of p53, as indicated above, does in principle not require oscillatory homeostats.","NA"
"14","10.1101/2020.01.01.892521","ACSL3 is a novel GABARAPL2 interactor that links ufmylation and lipid droplet biogenesis","Eck, F.; Kaulich, M.; Behrends, C.","Christian Behrends","Ludwig-Maximilians-University Munich","2020-01-01",1,"cc_no","new results","cell biology","While studies of ATG genes in knockout models led to an explosion of knowledge about the functions of autophagy components, the exact roles of LC3/GABARAP proteins are still poorly understood. A major drawback for their understanding is that the available interactome data was largely acquired using overexpression systems. To overcome these limitations, we employed CRISPR/Cas9-based genome-editing to generate a panel of cells in which human ATG8 genes were tagged at their natural chromosomal locations with an N-terminal affinity epitope. This cellular resource was exemplarily employed to map endogenous GABARAPL2 protein complexes in response to autophagic modulation using interaction proteomics. This approach identified the ER transmembrane protein and lipid droplet biogenesis factor ACSL3 as a stabilizing GABARAPL2-binding partner. Through this interaction, the GABARAPL2-interacting protein and UFM1-activating enzyme UBA5 becomes anchored at the ER membrane. Functional analysis unveiled ACSL3 and lipid droplet formation as novel regulators of the enigmatic UFM1 conjugation pathway.","NA"
"15","10.1101/2019.12.31.892240","Single-cell RNA-seq reveals endoimmune cells in zebrafish","Shi, Y.; Qian, P.; Sheng, J.; Zhang, X.; Wang, X.; Zhao, J.; Wei, G.; Liu, X.; Xie, G.; Liu, D.","Dong Liu","Nantong University","2020-01-01",1,"cc_no","new results","cell biology","Endothelial cells (ECs) constitute a monolayer that covers the interior surface of blood vessels and participates in various processes. Although vascular ECs share certain common properties, they differ in both structure and function. So far, the transcriptome profile and heterogeneity of the full repertoire of ECs in vertebrates remain poorly understood. The relatively small size of zebrafish embryos and larvae allows a feasible analysis of the broad spectrum of ECs within every tissue and organ of a whole organism. ECs have been suggested to be conditional innate immune cells. Whether ECs possess the comparable capacity of involvement in immune response is so far undetermined. Currently, through single-cell RNA sequencing analysis of total ECs of zebrafish we identified a fraction of endothelial cells expressing the marker genes of innate immune cells, named ""endoimmune cells"". We found the percentage of these cells gradually increased along with the embryonic development. Then, we observed the patrolling mCherry+ cells displayed the morphology alike to the macrophages and neutrophils. Furthermore, we revealed that some of the kdrl:ras-mCherry ECs were labelled with coro1a:EGFP as well. In addition, we demonstrated that the mCherry+ EC from intersegmental vessel could gradually present the expression of GFP in Tg(kdrl:ras-mCherry::coro1a:GFP) line, suggesting the endoimmune cells are derived from ECs. Importantly, we showed the endoimmune cells are responsive to the inflammation in zebrafish. Taken together, these data suggested the existence of endoimmune cells, a novel type of subpopulations of ECs. It will provide novel insights for understanding endothelial roles in both normal physiological function and human diseases and enable endoimmune cells-based target therapies.","NA"
"16","10.1101/2019.12.31.892018","ROTAVIRUS INDUCES INTERCELLULAR CALCIUM WAVES THROUGH ADP SIGNALING","Chang-Graham, A. C.; Perry, J. L.; Engevik, M. A.; Danhof, H. A.; Scribano, F.; Engevik, K. A.; Nelson, J.; Kellen, J. S.; Strtak, A. C.; Palla, N. S.; Kunapuli, S. P.; Estes, M. K.; Versalovic, J.; Britton, R. A.; Hyser, J. M.","Joseph M. Hyser","Baylor College of Medicine","2020-01-01",1,"cc_no","new results","microbiology","Rotavirus causes severe diarrheal disease in children worldwide. A hallmark of rotavirus infection is an increase in cytosolic calcium in infected small intestine epithelial cells. However, the underlying mechanism(s) of rotavirus-cell signaling remains incompletely characterized. Here we show that rotavirus-infected cells produce paracrine signals that manifest as intercellular calcium waves (ICWs); which are observed in both cell lines and human intestinal enteroids (HIEs). Rotavirus ICWs are caused by the release of extracellular adenosine diphosphate (ADP) that activates P2Y1 purinergic receptors on neighboring cells and are blocked by P2Y1 antagonists or CRISPR/Cas9 knockout of P2Y1. This paracrine purinergic signal is critical for rotavirus replication and diarrhea. Blocking the ICW signal reduces rotavirus replication; inhibits rotavirus-induced serotonin release and fluid secretion; and reduces diarrhea severity in neonatal mice. This is the first evidence that viruses exploit intercellular calcium waves to amplify diarrheal signaling; a finding which have broad implications for gastrointestinal physiology.","NA"
"17","10.1101/2019.12.31.892067","Dual roles of the Sterol Recognition Region in Hedgehog protein modification","Purohit, R.; Peng, D. S.; Vielmas, E.; Ondrus, A. E.","Alison E Ondrus","California Institute of Technology","2020-01-01",1,"cc_no","new results","biochemistry","Nature provides a number of mechanisms to encode dynamic information in biomolecules. In metazoans, there exist rare chemical modifications that occur through entirely unique mechanistic regimes. One such example occurs in the Hedgehog (Hh) morphogens, proteins singular across all domains of life for the nature of their covalent ligation to cholesterol. The isoform- and context-specific efficiency of the ligation reaction has profound impact on the activity of Hh morphogens and represents an unexplored aspect of Hh ligand-dependent cancers. To elucidate the chemical mechanism of this modification, we have defined roles of the uncharacterized sterol recognition region (SRR) in Hh proteins. We use a combination of sequence conservation, directed mutagenesis, and biochemical assays to specify residues of the SRR that are responsible for cellular and biochemical processes in Hh cholesterolysis. Our investigations offer the first functional template of this region, providing opportunities to identify parallel reactivity in nature and revealing new mechanisms that can be exploited as tools in chemical biology.","NA"
"18","10.1101/2020.01.01.888354","ATR expands embryonic stem cell fate potential in response to replication stress","Atashpaz, S.; Samadi Shams, S.; Gonzalez, J. M.; Sebestyen, E.; Arghavanifard, N.; Gnocchi, A.; Albers, E.; Minardi, S.; Faga, G.; Soffientini, P.; Allievi, E.; Cancila, V.; Bachi, A.; Fernandez-Capetillo, O.; Tripodo, C.; Ferrari, F.; Lopez-Contreras, A. J.; Costanzo, V.","Vincenzo Costanzo","IFOM-The FIRC Institute of Molecular Oncology, Milan, Italy","2020-01-01",1,"cc_no","new results","cell biology","Unrepaired DNA damage during embryonic development can be potentially inherited by a large population of cells. However, the quality control mechanisms that minimize the contribution of damaged cells to developing embryos remain poorly understood.

Here, we uncovered an ATR- and CHK1-mediated transcriptional response to replication stress (RS) in ESCs that induces genes expressed in totipotent two-cell (2C) stage embryos and 2C-like cells. This response is mediated by Dux, a multicopy retrogene defining the cleavage-specific transcriptional program in placental mammals. In response to RS, DUX triggers the transcription of 2C-like markers such as murine endogenous retrovirus-like elements (MERVL) and Zscan4. This response can also be elicited by ETAA1-mediated ATR activation in the absence of RS. ATR-mediated activation of DUX requires GSRF1 dependent post-transcriptional regulation of Dux mRNA. Strikingly, activation of ATR expands ESCs fate potential by extending their contribution to both embryonic and extra{-}embryonic tissues. These findings define a novel ATR dependent pathway involved in maintaining genome stability in developing embryos by controlling ESCs fate in response to RS.","10.7554/eLife.54756"
"19","10.1101/2019.12.31.891838","Developmental regulation of oocyte lipid uptake via 'patent' tricellular junctions in Drosophila epithelium","Row, S.; Deng, W.-M.","Wu-Min Deng","Tulane University School of Medicine","2020-01-01",1,"cc_no","new results","developmental biology","Epithelia form protective permeability barriers that selectively allow the exchange of material while maintaining tissue integrity under extreme mechanical, chemical, and bacterial loads. Here, we report in the Drosophila follicular epithelium a developmentally regulated and evolutionarily conserved process,  patency, wherein a breach is created in the epithelium at tricellular contacts during mid-vitellogenesis. In Drosophila, patency exhibits a strict temporal range delimited by the transcription factor Tramtrack69, and a spatial pattern regulated by the dorsal-anterior signals of the follicular epithelium. Crucial for lipid uptake by the oocyte, patency is also exploited by endosymbionts such as Spiroplasma pulsonii. Our findings reveal an evolutionarily conserved non-typical epithelial function in a classic model system.","NA"
"20","10.1101/2019.12.31.892075","Molecular height measurement by cell surface optical profilometry (CSOP)","Son, S.; Takatori, S.; Belardi, B.; Podolski, M.; Bakalar, M. H.; Fletcher, D. A.","Daniel A Fletcher","UC Berkeley","2020-01-01",1,"cc_by_nc_nd","new results","biophysics","The physical dimensions of proteins and glycans on cell surfaces can critically affect cell function, for example by preventing close contact between cells and limiting receptor accessibility. However, high-resolution measurements of molecular heights on native cell membranes have been difficult to obtain. Here we present a simple and rapid method that achieves nanometer height resolution by localizing fluorophores at the tip and base of cell surface molecules and determining their separation by radially averaging across many molecules. We use this method, which we call cell surface optical profilometry (CSOP), to quantify height of key multi-domain proteins on a model macrophage and cancer cell, as well as to capture average protein and glycan heights on native cell membranes. We show that average height of a protein is significantly smaller than its contour length due to thermally driven bending and rotation on the membrane and that height strongly depends on local surface and solution conditions. We find that average height increases with cell surface molecular crowding, while it decreases with solution crowding by solutes, both of which we confirm with molecular dynamics simulations. We also use experiments and simulations to determine the height of an epitope based on the location of an antibody, which allows CSOP to profile various proteins and glycans on a native cell surface using antibodies and lectins. This versatile method for profiling cell surfaces has the potential to advance understanding of the molecular landscape of cells and its role in cell function.","NA"
