"","doi","title","authors","author_corresponding","author_corresponding_institution","date","version","license","type","category","abstract","published"
"329","10.1101/2020.04.12.024844","Designing Feature-Controlled Humanoid Antibody Discovery Libraries Using Generative Adversarial Networks","Amimeur, T.; Shaver, J. M.; Ketchem, R. R.; Taylor, J. A.; Clark, R. H.; Smith, J.; Van Citters, D.; Siska, C. C.; Smidt, P.; Sprague, M.; Kerwin, B. A.; Pettit, D.","Tileli Amimeur","Just-Evotec Biologics","2020-04-23",2,"cc_no","new results","immunology","We demonstrate the use of a Generative Adversarial Network (GAN), trained from a set of over 400,000 light and heavy chain human antibody sequences, to learn the rules of human antibody formation. The resulting model surpasses common in silico techniques by capturing residue diversity throughout the variable region, and is capable of generating extremely large, diverse libraries of novel antibodies that mimic somatically hypermutated human repertoire response. This method permits us to rationally design de novo humanoid antibody libraries with explicit control over various properties of our discovery library. Through transfer learning, we are able to bias the GAN to generate molecules with key properties of interest such as improved stability and developability, lower predicted MHC Class II binding, and specific complementarity-determining region (CDR) characteristics. These approaches also provide a mechanism to better study the complex relationships between antibody sequence and molecular behavior, both in vitro and in vivo. We validate our method by successfully expressing a proof-of-concept library of nearly 100,000 GAN-generated antibodies via phage display. We present the sequences and homology-model structures of example generated antibodies expressed in stable CHO pools and evaluated across multiple biophysical properties. The creation of discovery libraries using our in silico approach allows for the control of pharmaceutical properties such that these therapeutic antibodies can provide a more rapid and cost-effective response to biological threats.","NA"
"330","10.1101/2020.04.23.058123","FOXO1 promotes HIV Latency by suppressing ER stress in T cells","Vallejo-Gracia, A.; Chen, I. P.; Perrone, R.; Besnard, E.; Boehm, D.; Battivelli, E.; Tezil, T.; Krey, K.; Raymond, K. A.; Hull, P. A.; Walter, M.; Habrylo, I.; Cruz, A.; Deeks, S.; Pillai, S. K.; Verdin, E.; Ott, M.","Melanie Ott","Gladstone Institutes","2020-04-23",1,"cc_by_nc_nd","new results","immunology","Quiescence is a hallmark of CD4+ T cells latently infected with HIV-1. While reversing this quiescence is an effective approach to reactivate latent HIV from T cells in culture, it can cause deleterious cytokine dysregulation in patients. Here we report that FOXO1, a key regulator of T-cell quiescence, promotes latency and suppresses productive HIV infection. In resting T cells, FOXO1 inhibition induces ER stress and activates two associated transcription factors: activating transcription factor 4 (ATF4) and nuclear factor of activated T cells (NFAT). Both factors associate with HIV chromatin and are necessary for HIV reactivation. Indeed, inhibition of PKR-like endoplasmic reticulum kinase (PERK), a known link between ER stress and ATF4, and calcineurin, a calcium-dependent regulator of NFAT, synergistically suppress HIV reactivation induced by FOXO1 inhibition. Thus, our studies uncover a novel link between FOXO1, ER stress, and HIV infection that could be therapeutically exploited to selectively reverse T-cell quiescence and reduce the size of the latent viral reservoir.","NA"
"331","10.1101/2020.03.25.008482","Broad anti-coronaviral activity of FDA approved drugs against SARS-CoV-2 in vitro and SARS-CoV in vivo","Weston, S.; Coleman, C. M.; Sisk, J. M.; Haupt, R.; Logue, J.; Matthews, K.; Frieman, M.","Matthew Frieman","University of Maryland, School of Medicine","2020-04-24",2,"cc_by_nc_nd","new results","microbiology","SARS-CoV-2 emerged in China at the end of 2019 and has rapidly become a pandemic with roughly 2.7 million recorded COVID-19 cases and greater than 189,000 recorded deaths by April 23rd, 2020 (www.WHO.org). There are no FDA approved antivirals or vaccines for any coronavirus, including SARS-CoV-2. Current treatments for COVID-19 are limited to supportive therapies and off-label use of FDA approved drugs. Rapid development and human testing of potential antivirals is greatly needed. A quick way to test compounds with potential antiviral activity is through drug repurposing. Numerous drugs are already approved for human use and subsequently there is a good understanding of their safety profiles and potential side effects, making them easier to fast-track to clinical studies in COVID-19 patients. Here, we present data on the antiviral activity of 20 FDA approved drugs against SARS-CoV-2 that also inhibit SARS-CoV and MERS-CoV. We found that 17 of these inhibit SARS-CoV-2 at a range of IC50 values at non-cytotoxic concentrations. We directly follow up with seven of these to demonstrate all are capable of inhibiting infectious SARS-CoV-2 production. Moreover, we have evaluated two of these, chloroquine and chlorpromazine, in vivo using a mouse-adapted SARS-CoV model and found both drugs protect mice from clinical disease.","NA"
"332","10.1101/2020.04.23.055830","Mosquito densoviruses: the revival of a biological control agent against urban Aedes vectors of arboviruses","PERRIN, A.; Gosselin-Grenet, A.-S.; Rossignol, M.; Ginibre, C.; Scheid, B.; Lagneau, C.; Chandre, F.; Baldet, T.; Ogliastro, M.; Bouyer, J.","Aurelie PERRIN","Maladies Infectieuses et Vecteurs : Ecologie, Genetique, Evolution et Controle","2020-04-24",1,"cc_no","new results","microbiology","Urban Aedes mosquitoes are vectors of many viruses affecting human health such as Dengue, Chikungunya and Zika viruses. Insecticide resistance and environmental toxicity risks hamper the effectiveness of chemical control against these mosquito vectors. Alternative control methods, such as the use of mosquito-specific entomopathogenic viruses should be explored. Numerous studies have focused on evaluating the potential of different densoviruses species as biological control agent. However, knowledge on the extent of inter- and intra-specific variations in the susceptibility of Aedes mosquitoes to infection by different densoviruses remains insufficient. In this study, we compared infection and mortality rates induced by the Aedes albopictus densovirus 2 in different strains of Aedes albopictus and Aedes aegypti mosquitoes. The two Aedes species were different in terms of susceptibility to viral infection. Under laboratory conditions, Aedes albopictus densovirus 2 appeared more virulent for the different strains of Aedes aegypti tested than for those of Aedes albopictus. In addition, we also found significant intra-specific variation in infection and mortality rates. Thus, although even if Aedes albopictus densoviruses could be powerful biocontrol agents used in the management of urban Aedes populations, our results also call into question the use of single viral isolate as biocontrol agents.","NA"
"333","10.1101/2020.04.22.056234","The ancient fusogen EnvP(b)1 is expressed in human tissues and its structure informs the evolution of gammaretrovirus envelope proteins","McCarthy, K. R.; Timpona, J. L.; Jenni, S.; Brusic, V.; Johnson, W. E.; WHELAN, S. P. J.; Robinson-McCarthy, L. R.","Lindsey R Robinson-McCarthy","Harvard Medical School","2020-04-24",1,"cc_no","new results","microbiology","Host genomes have acquired diversity from viruses through the capture of viral elements, often from endogenous retroviruses (ERVs). These viral elements contribute new transcriptional control elements and new protein encoding genes, and their refinement through evolution can generate novel physiological functions for the host. EnvP(b)1 is an endogenous retroviral envelope gene found in human and other primate genomes. We show that EnvP(b)1 arose very early in the evolution of primates, i.e. at least 40-47 million years ago, but has nevertheless retained its ability to fuse primate cells. We have detected similar sequences in the genome of a lemur species, suggesting that a progenitor virus may have circulated 55+ million years ago. We demonstrate that EnvP(b)1 protein is expressed in multiple human tissues and is fully processed, rendering it competent to fuse cells. This activated fusogen is expressed in multiple healthy human tissues and is under purifying selection, suggesting that its expression is selectively advantageous. We determined a structure of the inferred receptor binding domain of human EnvP(b)1, revealing close structural similarities between this Env protein and those of currently circulating leukemia viruses, despite poor sequence conservation. This observation highlights a common scaffold from which novel receptor binding specificities have evolved. The evolutionary plasticity of this domain may underlie the diversity of related Envs in circulating viruses and coopted elements alike. The function of EnvP(b)1 in primates remains unknown.

SIGNIFICANCE STATEMENTOrganisms can access genetic and functional novelty by capturing viral elements within their genomes, where they can evolve to drive new cellular or organismal processes. We demonstrate that a retrovirus envelope gene, EnvP(b)1, has been maintained as a functional protein for 40 to [&ge;]55 million years and is expressed as a protein in multiple healthy human tissues. We believe it has an unknown function in primates. We determined the structure of its inferred receptor binding domain and compared it with the same domain in modern viruses. We find a common conserved architecture that underlies the varied receptor binding activity of divergent Env genes. The modularity and versatility of this domain may underpin the evolutionary success of this clade of fusogens.","NA"
"334","10.1101/2020.04.23.058222","Mining zebrafish microbiota reveals key community-level resistance against fish pathogen infection","GHIGO, J.-M.; STRESSMANN, F. A.; BERNAL-BAYARD, J.; PEREZ-PASCUAL, D.; AUDRAIN, B.; RENDUELES, O.; BRIOLAT, V.; BRUCHMANN, S.; VOLANT, S.; GHOZLANE, A.; HAUSSLER, S.; DUCHAUD, E.; LEVRAUD, J.-P.","Jean-Marc GHIGO","Institut Pasteur","2020-04-24",1,"cc_no","new results","microbiology","The identification of commensal bacteria conferring resistance against pathogens is often hindered by the complexity of host microbial communities. We used germ-free, conventional and re-conventionalized zebrafish as a model to study the determinant of microbiota-associated colonization resistance against the fish pathogen Flavobacterium columnare. We showed that a consortium of 10 culturable endogenous bacterial species protects zebrafish from lethal intestinal damages caused by F. columnare infection using two different scenarios that do not rely on host innate immunity. Alteration of microbiota composition upon antibiotic dysbiosis first identified Chryseobacterium massilliae as a key bacterium protecting both larvae and adult zebrafish. We also showed that an assembly of 9 species that do not otherwise protect individually confer a community-level resistance to infection. Our study reveals the ecological strategies at play in microbiota-based protection against pathogens in a low-complexity in vivo model, opening perspectives for the rational engineering of resilient microbial communities.","NA"
"335","10.1101/2020.04.23.058701","The conservation of a core virome in Aedes mosquitoes across different developmental stages and continents","Shi, C.; Zhao, L.; Zeng, W.; Atoni, E.; Hu, X.; Matthijnssens, J.; Yuan, Z.; Xia, H.","Han Xia","Wuhan Institute of Virology","2020-04-24",1,"cc_no","new results","microbiology","Mosquitoes belonging to the genus Aedes can efficiently transmit many pathogenic arboviruses, placing a great burden on public health worldwide. In addition, they also carry a number of insect specific viruses (ISVs), and it was recently suggested that some of these ISVs might form a stable species-specific ""core virome"" in mosquito populations. However, little is known about such a core virome in laboratory colonies and if it is present across different developmental stages. In this study, we compared the viromes in eggs, larvae, pupae and adults of Aedes albopictus mosquitoes collected from the field as well as from a lab colony. The virome in lab-derived Ae. albopictus is very stable across all stages, consistent with a vertical transmission route of these viruses, forming a ""vertically transmitted core virome"". The different stages of field collected Ae. albopictus mosquitoes also contains this stable vertically transmitted core virome as well as another set of viruses shared by mosquitoes across different stages, which might be an ""environment derived core virome"". Both these vertically and environmentally transmitted core viromes in Ae. albopictus deserve more attention with respect to their effects on vector competence for important medically relevant arboviruses. To further study this core set of ISVs, we screened 46 publically available SRA viral metagenomic dataset of mosquitoes belonging to the genus Aedes. Some of the identified core ISVs are identified in the majority of SRAs. In addition, a novel virus, Aedes phasmavirus, is found to be distantly related to Yongsan bunyavirus 1, and the genomes of the core virus Phasi Charoen-like phasivirus is highly prevalent in the majority of the tested samples, with nucleotide identities ranging from 94% to 99%. Finally, Guadeloupe mosquito virus, and some related viruses formed three separated phylogenetic clades. How these core ISVs influence the biology of mosquito host, arboviruses infection and evolution deserve to be further explored.","NA"
"336","10.1101/2020.04.23.056838","STAT2 signaling as double-edged sword restricting viral dissemination but driving severe pneumonia in SARS-CoV-2 infected hamsters","Boudewijns, R.; Thibaut, H. J.; Kaptein, S. J. F.; Li, R.; Vergote, V.; Seldeslachts, L.; De Keyzer, C.; Sharma, S.; Jansen, S.; Van Weyenbergh, J.; Ma, J.; Martens, E.; Bervoets, L.; Van Buyten, T.; Jacobs, S.; Liu, Y.; Marti-Carreras, J.; Vanmechelen, B.; Wawina-Bokalanga, T.; Delang, L.; Rocha-Pereira, J.; Coelmont, L.; Chiu, W.; Leyssen, P.; Heylen, E.; Schols, D.; Wang, L.; Close, L.; Matthijnssens, J.; Van Ranst, M.; Schramm, G.; Van Laere, K.; Opdenakker, G.; Maes, P.; Weynand, B.; Cawthorne, C.; Vande Velde, G.; Wang, Z.; Neyts, J.; Dallmeier, K.","Kai Dallmeier","KU Leuven Department of Microbiology, Immunology and Transplantation, Rega Institute, Laboratory of Virology and Chemotherapy, B-3000 Leuven, Belgium","2020-04-24",1,"cc_no","new results","microbiology","Introductory paragraphSince the emergence of SARS-CoV-2 causing COVID-19, the world is being shaken to its core with numerous hospitalizations and prospected hundreds of thousands of deaths. In search for key targets of effective therapeutics, robust animal models mimicking COVID-19 in humans are urgently needed. Here, we show that productive SARS-CoV-2 infection in the lungs of mice is limited and restricted by early type I interferon responses. In contrast, we show that Syrian hamsters are highly permissive to SARS-CoV-2. In wild-type hamsters, SARS-CoV-2 infection triggers bronchopneumonia and a strong inflammatory response in the lungs with neutrophil infiltration and edema. We further assess SARS-CoV-2-induced lung pathology in hamsters by micro-CT alike used in clinical practice. Finally, we identify an exuberant innate response as key player in immune pathogenesis, in which STAT2 signaling plays a double-edged role, driving severe lung injury on the one hand, yet restricting systemic virus dissemination on the other. Our results endorse hamsters as pre-clinical model to rationalize and assess the therapeutic benefit of new antivirals or immune modulators for the treatment of COVID-19 patients.","NA"
"337","10.1101/2020.04.23.057471","Thiocillin and Micrococcin Exploit the Ferrioxamine Receptor of Pseudomonas aeruginosa for Uptake","Chan, D. C. K.; Burrows, L. L.","Lori L. Burrows","McMaster University","2020-04-24",1,"cc_by_nc","new results","microbiology","Thiopeptides are a class of Gram-positive antibiotics that inhibit protein synthesis. They have been underutilized as therapeutics due to solubility issues, poor bioavailability, and lack of activity against Gram-negative pathogens. We discovered recently that a member of this family, thiostrepton, has activity against Pseudomonas aeruginosa and Acinetobacter baumannii under iron-limiting conditions. Thiostrepton uses pyoverdine siderophore receptors to cross the outer membrane, and combining thiostrepton with an iron chelator yielded remarkable synergy, significantly reducing the minimal inhibitory concentration. These results led to the hypothesis that other thiopeptides could also inhibit growth by using siderophore receptors to gain access to the cell. Here, we screened six thiopeptides for synergy with the iron chelator deferasirox against P. aeruginosa and a mutant lacking the pyoverdine receptors FpvA and FpvB. Our findings suggest that thiopeptides such as thiocillin cross the outer membrane using FoxA, the ferrioxamine siderophore receptor. Other structurally related thiopeptides did not inhibit growth of P. aeruginosa, but had greater potency against methicillin-resistant Staphylococcus aureus than thiostrepton and related thiopeptides. These results suggest that thiopeptide structures have evolved with considerations for target affinity and entry into cells.","NA"
"338","10.1101/2020.04.22.055384","Pancreatic beta cell selective deletion of mitofusins 1 and 2 (Mfn1 and Mfn2) disrupts mitochondrial architecture and abrogates glucose-stimulated insulin secretion in vivo","Georgiadou, E.; Muralidharan, C.; Martinez, M.; Chabosseau, P.; Tomas, A.; Wern, F. Y. S.; Stylianides, T.; Rothery, S. M.; Gregorio, A. D.; Leclerc, I.; Ali, Y.; Linnemann, A. K.; Rodriguez, T. A.; Rutter, G. A.","Guy  A Rutter","Section of Cell Biology and Functional Genomics, Division of Diabetes, Endocrinology and Metabolism, Department of Medicine, Imperial College London, London, UK","2020-04-24",1,"cc_by","new results","molecular biology","Background and aimsMitochondria are highly dynamic organelles, fundamental to cellular energy homeostasis. Mitochondrial metabolism of glucose is essential for the initiation of insulin release from pancreatic beta cells. Whether mitochondrial ultra-structure, and the proteins controlling fission and fusion, are important for glucose recognition are unclear. Mitochondrial fusion is supported by proteins including mitofusin 1 (MFN1), mitofusin 2 (MFN2) and optic atrophy (OPA1), and fission by dynamin-related protein 1 (DRP1). Here, we generated mice with beta cell-selective, adult-restricted deletion of Mfn1 and Mfn2 ({beta}Mfn1/2-KO), and explored the impact on insulin secretion and glucose homeostasis in vivo and in vitro.

Materials and methodsC57BL/6J mice bearing Mfn1 and Mfn2 alleles with loxP sites, were crossed to animals carrying an inducible Cre recombinase at the Pdx1 locus (PdxCreERT). Isolated islets were used for live beta cell fluorescence imaging of cytosolic (Cal-520) or mitochondrial (Pericam) free Ca2+ concentration and membrane potential (TMRE). Mitochondrial network characteristics were quantified using super resolution fluorescence and transmission electron microscopy. Beta cell-beta cell connectivity was assessed using the Pearson (R) analysis and Monte Carlo simulation in intact mouse islets. Intravital imaging was performed in mice injected with an adeno-associated virus to express the cytosolic Ca2+ sensor GCaMP6s selectively in beta cells and TMRM to visualise mitochondria using multiphoton microscopy.

Results{beta}Mfn1/2-KO mice displayed higher fasting glycaemia than control littermates at 14 weeks (8.6 vs 6.4 mmol/L, p>0.05) and a >five-fold decrease in plasma insulin post-intraperitoneal glucose injection (5-15 min, p<0.0001). Mitochondrial length, and glucose-induced Ca2+ accumulation, mitochondrial hyperpolarisation and beta cell connectivity were all significantly reduced in {beta}Mfn1/2-KO mouse islets. Examined by intravital imaging of the exteriorised pancreas, antiparallel changes in cytosolic Ca2+ and mitochondrial membrane potential, observed in control animals in vivo, were suppressed after Mfn1/2 deletion.

ConclusionMitochondrial fusion and fission cycles are essential in the beta cell to maintain normal mitochondrial bioenergetics and glucose sensing both in vitro and in the living mouse. Such cycles may be disrupted in some forms of diabetes to impair mitochondrial function and, consequently, insulin secretion.","NA"
"339","10.1101/2020.03.08.982355","Hippocampal cells integrate past memory and present perception for the future","Yang, C.; Naya, Y.","Yuji Naya","Peking University","2020-04-24",2,"cc_by","new results","neuroscience","The ability to use stored information in a highly flexible manner is a defining feature of the declarative memory system. However, the neuronal mechanisms underlying this flexibility are poorly understood. To address this question, we recorded single-unit activity from the hippocampus of two non-human primates performing a newly devised task requiring the monkeys to retrieve long-term item-location association memory and then use it flexibly in different circumstances. We found that hippocampal neurons signaled both mnemonic information representing the retrieved location and perceptual information representing the external circumstance. The two signals were combined at a single-neuron level to construct goal-directed information by three sequentially occurring neuronal operations (e.g., convergence, transference, targeting) in the hippocampus. Thus, flexible use of knowledge may be supported by the hippocampal constructive process linking memory and perception, which may fit the mnemonic information into the current situation to present manageable information for a subsequent action.","NA"
"340","10.1101/2020.04.22.055459","Cognitive Deficits and Altered Functional Brain Network Organization in Pediatric Brain Tumor Patients","Anandarajah, H.; Seitzman, B. A.; McMichael, A.; Dworetsky, A.; Coalson, R. S.; Jiang, C.; Gu, H.; Barbour, D. L.; Schlaggar, B. L.; Limbrick, D. D.; Rubin, J. B.; Shimony, J. S.; Perkins, S. M.","Stephanie M. Perkins","Washington University in St. Louis School of Medicine","2020-04-24",1,"cc_by_nc_nd","new results","neuroscience","Pediatric brain tumor survivors experience significant cognitive sequelae from their diagnosis and treatment. The exact mechanisms of cognitive injury are poorly understood, and validated predictors of long-term cognitive outcome are lacking. Large-scale, distributed brain systems provide a window into brain organization and function that may yield insight into these mechanisms and outcomes.

Here, we evaluated functional network architecture, cognitive performance, and brain-behavior relationships in pediatric brain tumor patients. Patients ages 4-18 years old with diagnosis of a brain tumor underwent awake resting state fMRI during regularly scheduled clinical visits and were tested with the NIH Toolbox Cognition Battery. We observed that functional network organization was significantly altered in patients compared to age- and sex-matched healthy controls, with the integrity of the dorsal attention network particularly affected. Moreover, patients demonstrated significant impairments in multiple domains of cognitive performance, including attention. Finally, a significant amount of variance of age-adjusted total composite scores from the Toolbox was explained by changes in segregation between the dorsal attention and default mode networks.

Our results suggest that changes in functional network organization may provide insight into long-term changes in cognitive function in pediatric brain tumor patients.","NA"
"341","10.1101/2020.04.22.055715","Taking rapid and intermittent cocaine infusions enhances both incentive motivation for the drug and cocaine-induced gene regulation in corticostriatal regions","Minogianis, E.-A.; Samaha, A.","Anna Samaha","Universite de Montreal","2020-04-24",1,"cc_by_nc_nd","new results","neuroscience","A goal in addiction research is to distinguish forms of neuroplasticity that are involved in the transition to addiction from those involved in mere drug taking. Animal models of drug self-administration are essential in this context. Here, we compared in male rats two cocaine self-administration procedures that differ in the extent to which they evoke addiction-like behaviours. We measured both incentive motivation for cocaine using progressive ratio procedures, and cocaine-induced c-fos mRNA expression, a marker of neuronal activity. Rats self-administered intravenous cocaine (0.25 mg/kg/infusion) for seven daily 6-hour sessions. One group had intermittent access (IntA; 6 minutes ON, 26 minutes OFF x 12) to rapid infusions (delivered over 5 seconds). This models the temporal kinetics of human cocaine use and produces robust addiction-like behaviour. The other group had Long access (LgA) to slower infusions (90 seconds). This produces high levels of intake without promoting robust addiction-like behaviour. LgA-90s rats took twice as much cocaine as IntA-5s rats did, but IntA-5s rats showed greater incentive motivation for the drug. Following a final self-administration session, we quantified c-fos mRNA expression in corticostriatal regions. Compared to LgA-90s rats, IntA-5s rats had more cocaine-induced c-fos mRNA in the orbitofrontal and prelimbic cortices and the caudate-putamen. Thus, a cocaine self-administration procedure (intermittent intake of rapid infusions) that promotes increased incentive motivation for the drug also enhances cocaine-induced gene regulation in corticostriatal regions. This suggests that increased drug-induced recruitment of these regions could contribute to the neural and behavioural plasticity underlying the transition to addiction.","NA"
"342","10.1101/2020.04.21.052720","Analysis of ongoing neuronal activity evoked by continuous speech with computational corpus linguistics methods","Schilling, A.; Tomasello, R.; Henningsen-Schomers, M. R.; Surendra, K.; Haller, M.; Karl, V.; Uhrig, P.; Maier, A.; Krauss, P.","Patrick Krauss","University Hospital Erlangen","2020-04-24",2,"cc_no","new results","neuroscience","In the field of neurobiology of language, neuroimaging studies are generally based on stimulation paradigms consisting of at least two different conditions. Depending on the desired evaluation, these conditions, in turn, have to contain dozens of items to achieve a good signal to noise ratio. Designing those paradigms can be very time-consuming. Subsequently, a group of participants is stimulated with the new paradigm, while brain activity is assessed, e.g. with EEG/MEG. The measured data are then pre-processed and finally contrasted according to the different stimulus conditions. In this way, only a limited number of analyses and hypothesis tests can be performed, while for alternative or further analyses, completely new paradigms usually need to be designed. This traditional approach is necessarily data-limited, and the cost-benefit ratio is therefore rather poor. In contrast, in computational linguistics analyses are based on text corpora, which allow a vast variety of hypotheses to be tested by repeatedly re-evaluating the data set. Furthermore, text corpora also allow exploratory data analysis in order to generate new hypotheses. By combining the two approaches, we here present a unified approach of continuous natural speech and MEG to generate a corpuslike database of speech-evoked neuronal activity.","NA"
"343","10.1101/2020.04.22.054114","Diffusion-MRI-based regional cortical microstructure at birth for predicting neurodevelopmental outcomes at 2 years of age","Ouyang, M.; Peng, Q.; Jeon, T.; Heyne, R.; Chalak, L.; Huang, H.","Hao Huang","University of Pennsylvania","2020-04-24",1,"cc_by_nc_nd","new results","neuroscience","Brain cerebral cortical architecture encoding regionally differential dendritic arborization and synaptic formation at birth underlies human behavior emergence at 2 years of age. Brain changes in 0-2 years are most dynamic across lifespan. Effective prediction of future behavior with brain microstructure at birth will reveal structural basis of behavioral emergence in typical development, and identify biomarkers for early detection and tailored intervention in atypical development. Here, we aimed to evaluate the neonate whole-brain cortical microstructure quantified by diffusion MRI for predicting future behavior. We found that individual cognitive and language functions assessed at age of 2 years were robustly predicted by neonate cortical microstructure using support vector regression. Remarkably, cortical regions contributing heavily to the prediction models exhibited distinctive functional selectivity for cognition and language. These findings highlight regional cortical microstructure at birth as potential sensitive biomarker in predicting future neurodevelopmental outcomes and identifying individual risks of brain disorders.","NA"
"344","10.1101/2020.04.22.055681","Side-Impact Collision: Mechanics of Obstacle Negotiation in Sidewinding Snakes","Astley, H. C.; Rieser, J. M.; Kaba, A.; Paez, V. M.; Tomkinson, I.; Mendelson, J. R.; Goldman, D. I.","Henry C. Astley","U of Akron","2020-04-24",1,"cc_no","new results","animal behavior and cognition","Snakes excel at moving through cluttered environments, and heterogeneities can be used as propulsive contacts for snakes performing lateral undulation. However, sidewinding, often associated with sandy deserts, cuts a broad path through the environment that may increase the vulnerability to obstacles. Our prior work demonstrated that sidewinding can be represented as a pair of orthogonal body waves (vertical and horizontal) that can be independently modulated to achieve high maneuverability and incline ascent, suggesting that sidewinders may also use template modulations to negotiate obstacles. To test this hypothesis, we recorded overhead video of four sidewinder rattlesnakes (Crotalus cerastes) crossing a line of vertical pegs placed in the substrate. Snakes used three methods to traverse the obstacles: a Propagate Through behavior in which the lifted moving portion of the snake was deformed around the peg and dragged through as the snake continued sidewinding (115/160 runs), Reversal turns that reorient the snake entirely (35/160), or switching to Concertina locomotion (10/160). The Propagate-Through response was only used if the anterior-most region of static contact would propagate along a path anterior to the peg, or if a new region of static contact could be formed near the head to satisfy this condition; otherwise, snakes could only use Reversal Turns or switch to Concertina locomotion. Reversal Turns allowed the snake to re-orient and either escape without further peg contact or resorting to Propagate Through. We developed an algorithm to reproduce the Propagate Through behavior in a robotic model using a modulation of the two-wave template. This range of behavioral strategies provides sidewinders with a versatile range of options for effectively negotiating obstacles in their natural habitat, as well as provide insights into the design and control of robotic systems dealing with heterogeneous habitats.","NA"
"345","10.1101/2020.04.22.055590","Sequence-dependent correlated segments in the intrinsically disordered region of ChiZ","Hicks, A.; Escobar, C. A.; Cross, T. A.; Zhou, H.-X.","Huan-Xiang Zhou","University of Illinois at Chicago","2020-04-24",1,"cc_no","new results","biophysics","Intrinsically disordered proteins (IDPs) account for a significant fraction of any proteome and are central to numerous cellular functions. Yet how sequences of IDPs code for their conformational dynamics is poorly understood. Here we combined NMR spectroscopy, small-angle X-ray scattering (SAXS), and molecular dynamics (MD) simulations to characterize the conformations and dynamics of ChiZ1-64. This IDP is the N-terminal fragment (residues 1-64) of the transmembrane protein ChiZ, a component of the cell division machinery in Mycobacterium tuberculosis. Its N-half contains most of the prolines and all of the anionic residues while the C-half most of the glycines and cationic residues. MD simulations, first validated by SAXS and secondary chemical shift data, found scant -helices or {beta}-strands but considerable propensity for polyproline II (PPII) torsion angles. Importantly, several blocks of residues (e.g., 11-29) emerge as ""correlated segments"", identified by frequent formation of PPII stretches, salt bridges, cation-{pi} interactions, and sidechain-backbone hydrogen bonds. NMR relaxation experiments showed non-uniform transverse relaxation rates (R2s) and nuclear Overhauser enhancements (NOEs) along the sequence (e.g., high R2s and NOEs for residues 11-14 and 23-28). MD simulations further revealed that the extent of segmental correlation is sequence-dependent: segments where internal interactions are more prevalent manifest elevated ""collective"" motions on the 5-10 ns timescale and suppressed local motions on the sub-ns timescale. Amide proton exchange rates provides corroboration, with residues in the most correlated segment exhibiting the highest protection factors. We propose correlated segment as a defining feature for the conformation and dynamics of IDPs.","NA"
"346","10.1101/2020.04.22.050385","Convergent evolution of p38/MAPK activation in hormone resistant prostate cancer mediates pro-survival, immune evasive, and metastatic phenotypes","Ware, K. E.; Gupta, S.; Eng, J.; Kemeny, G.; Puviindran, B. J.; Foo, W.-C.; Crawford, L. A.; Almquist, R. G.; Runyambo, D.; Thomas, B. C.; Sheth, M. U.; Agarwal, A.; Pierobon, M.; Petricoin, E. F.; Corcoran, D. L.; Freedman, J.; Patierno, S. R.; Zhang, T.; Gregory, S.; Sychev, Z.; Drake, J. M.; Armstrong, A. J.; Somarelli, J.","Jason Somarelli","Duke University","2020-04-24",1,"cc_no","new results","cancer biology","Adaptation of cancer cells to targeted therapy follows ecological paradigms observed in natural populations that encounter resource depletion and changing environments, including activation of pro-survival mechanisms, migration to new locations, and escape of predation. We identified the p38 MAPK pathway as a common molecular driver of these three responses during the adaptation to hormone therapy resistance in prostate cancer. The p38 pathway is activated in therapy-resistant cells and mechanistically drives these three convergent responses through sustained AR activity, enhanced invasion and metastasis, and immune evasion. Targeting p38 signaling may represent a new therapeutic strategy to treat men with metastatic, hormone therapy-resistant prostate cancer.","NA"
"347","10.1101/2019.12.11.872747","Combining genotype, phenotype, and environmental data to delineate site-adjusted provenance strategies for ecological restoration","Carvalho, C. d. S.; Forester, B. R.; Mitre, S. K.; Alves, R.; Imperatriz-Fonseca, V. L.; Ramos, S. J.; Resende-Moreira, L. C.; Siqueira, J. O.; Trevelin, L. C.; Caldeira, C. F.; Gastauer, M.; Jaffe, R.","Rodolfo Jaffe","Vale Institute of Technology","2020-04-24",2,"cc_by_nc_nd","new results","ecology","Despite the importance of climate-adjusted provenancing to mitigate the effects of environmental change, climatic considerations alone are insufficient when restoring highly degraded sites. Here we propose a comprehensive landscape genomic approach to assist the restoration of moderately disturbed and highly degraded sites. To illustrate it we employ genomic datasets comprising thousands of single nucleotide polymorphisms from two plant species suitable for the restoration of iron-rich Amazonian Savannas. We first use a subset of neutral loci to assess genetic structure and determine the genetic neighborhood size. We then identify genotype-phenotype-environment associations, map adaptive genetic variation, and predict adaptive genotypes for restoration sites. Whereas local provenances were found optimal to restore a moderately disturbed site, a mixture of genotypes seemed the most promising strategy to recover a highly degraded mining site. We discuss how our results can help define site-adjusted provenancing strategies, and argue that our methods can be more broadly applied to assist other restoration initiatives.","NA"
